"Year","Quarter","ID","Nowcast","Q1_aheadfc","Q2_aheadfc","Q3_aheadfc","Q4_aheadfc","dateQ","Date_number"
2006,1,498,"4.45","4.4","3.85","3.35","#N/A","2006Q1",99
2006,1,504,"#N/A","#N/A","#N/A","#N/A","#N/A","2006Q1",99
2006,1,506,"4.36","4.57","4.58","4.58","4.58","2006Q1",99
2006,1,507,"4.333","4.65","4.75","4.75","4.7","2006Q1",99
2006,1,508,"4.578","5.088","5.133","5.339","5.527","2006Q1",99
2006,1,510,"4.4","4.6","4.4","4.4","4.1","2006Q1",99
2006,1,512,"4.5","4.9","5.3","5.5","5.2","2006Q1",99
2006,1,516,"4.44","4.9","5","4.975","4.825","2006Q1",99
2006,1,518,"4.273","4.586","4.603","4.603","4.603","2006Q1",99
2006,1,519,"4.2","4.39","4.41","4.41","4.41","2006Q1",99
2006,1,521,"4.5","4.65","4.65","4.65","4.65","2006Q1",99
2006,1,524,"4.352","4.363","4.363","4.363","4.363","2006Q1",99
2006,1,526,"4.41","4.49","4.319","4.233","4.23","2006Q1",99
2006,1,527,"4.4","4.55","4.6","4.5","4.35","2006Q1",99
2006,1,528,"#N/A","#N/A","#N/A","#N/A","#N/A","2006Q1",99
2006,1,531,"4.45","4.75","4.75","4.75","4.75","2006Q1",99
2006,1,532,"4.5","4.7","4.7","4.7","#N/A","2006Q1",99
2006,1,533,"4.5","4.5","4.4","4.25","4.15","2006Q1",99
2006,1,535,"4.38","4.86","5.11","5.38","5.4","2006Q1",99
2006,1,536,"4.421","4.704","4.77","4.77","4.761","2006Q1",99
2006,1,539,"4.5","4.9","5","5","#N/A","2006Q1",99
2006,1,541,"#N/A","#N/A","#N/A","#N/A","#N/A","2006Q1",99
2006,1,542,"4.147","4.446","4.52","4.534","4.772","2006Q1",99
2006,1,543,"#N/A","#N/A","#N/A","#N/A","#N/A","2006Q1",99
2006,1,544,"4.48","4.83","4.9","4.9","4.9","2006Q1",99
2006,1,545,"4.3","4.6","4.6","4.6","4.6","2006Q1",99
2006,1,546,"4.65","4.9","5.1","5.35","5.35","2006Q1",99
2006,1,548,"4.364","4.781","4.965","5.102","5.205","2006Q1",99
2006,1,549,"4.35","4.55","4.4","4.25","3.8","2006Q1",99
2006,1,550,"4.51","4.5","5.07","6.5","7.6","2006Q1",99
2006,2,20,"4.87","4.89","4.91","4.97","5.1","2006Q2",100
2006,2,65,"4.9","5","5","4.8","4.7","2006Q2",100
2006,2,84,"4.7","5","5.2","5.5","5.5","2006Q2",100
2006,2,99,"4.8","4.9","4.9","4.8","4.7","2006Q2",100
2006,2,405,"4.8","4.9","4.8","4.7","4.6","2006Q2",100
2006,2,411,"4.68","4.77","4.77","4.76","4.75","2006Q2",100
2006,2,421,"4.8","5.05","5.1","5.05","4.85","2006Q2",100
2006,2,422,"5","5","5","4.75","4.5","2006Q2",100
2006,2,423,"4.75","5","5","5","5","2006Q2",100
2006,2,424,"#N/A","#N/A","#N/A","#N/A","#N/A","2006Q2",100
2006,2,426,"4.72","4.86","4.85","4.87","4.73","2006Q2",100
2006,2,428,"4.73","4.9","4.95","4.74","4.49","2006Q2",100
2006,2,429,"4.73","5","4.95","4.92","4.9","2006Q2",100
2006,2,431,"4.68","4.77","4.77","4.76","4.75","2006Q2",100
2006,2,433,"4.8","4.9","4.9","4.9","4.9","2006Q2",100
2006,2,446,"4.8","4.9","4.9","4.9","4.9","2006Q2",100
2006,2,448,"4.85","4.85","4.65","4.35","4.25","2006Q2",100
2006,2,456,"#N/A","#N/A","#N/A","#N/A","#N/A","2006Q2",100
2006,2,463,"4.75","4.75","4.8","5.2","5.3","2006Q2",100
2006,2,472,"4.7407","4.846","4.8627","4.666","4.3394","2006Q2",100
2006,2,483,"4.7867","5.3233","5.4483","5.9067","6.1567","2006Q2",100
2006,2,484,"4.7","4.75","4.8","4.75","4.7","2006Q2",100
2006,2,497,"4.6787","4.8966","4.981","4.9717","4.7515","2006Q2",100
2006,2,504,"#N/A","#N/A","#N/A","#N/A","#N/A","2006Q2",100
2006,2,506,"4.95","5.04","5.04","5.01","4.8","2006Q2",100
2006,2,507,"4.83","5.15","5.15","4.98","4.7832","2006Q2",100
2006,2,508,"4.9849","5.0145","4.9275","4.8342","5.0329","2006Q2",100
2006,2,510,"5","5","4.75","4.75","4.75","2006Q2",100
2006,2,512,"5","5.5","5.5","5.1","5","2006Q2",100
2006,2,516,"4.9","5","4.975","4.825","4.65","2006Q2",100
2006,2,518,"4.6701","4.8822","4.8838","4.881","4.5888","2006Q2",100
2006,2,519,"4.67","4.7","4.68","4.68","4.67","2006Q2",100
2006,2,520,"4.7","5.2","5.2","5.1","5","2006Q2",100
2006,2,521,"4.8","5.2","5.25","5.25","5.25","2006Q2",100
2006,2,524,"4.72","4.74","4.83","4.83","4.83","2006Q2",100
2006,2,526,"4.9457","5.249","5.251","4.405","3.98","2006Q2",100
2006,2,527,"4.9","5.2","5.3","5.25","5","2006Q2",100
2006,2,528,"#N/A","#N/A","#N/A","#N/A","#N/A","2006Q2",100
2006,2,531,"#N/A","#N/A","#N/A","#N/A","#N/A","2006Q2",100
2006,2,532,"4.7","4.9","4.9","5","5","2006Q2",100
2006,2,535,"4.9","5.1","5.4","5.4","5.4","2006Q2",100
2006,2,536,"4.82","5.05","5.1","5.15","5.17","2006Q2",100
2006,2,538,"4.75","5.2","5.45","5.45","5.45","2006Q2",100
2006,2,539,"4.9","5.3","5.5","5.5","5.5","2006Q2",100
2006,2,541,"#N/A","#N/A","#N/A","#N/A","#N/A","2006Q2",100
2006,2,542,"4.8","5.14","5.26","5.28","5.28","2006Q2",100
2006,2,543,"4.6813","4.77","4.77","4.7608","4.7515","2006Q2",100
2006,2,544,"4.91","5","5","5.1","5.1","2006Q2",100
2006,2,545,"4.81","5.09","5.16","4.96","4.71","2006Q2",100
2006,2,546,"4.75","5.1","5.25","5.35","5.45","2006Q2",100
2006,2,548,"4.7809","4.9651","5.1025","5.2054","5.2768","2006Q2",100
2006,2,549,"4.7","4.6","4.25","3.9","3.7","2006Q2",100
2006,2,550,"4.5","5.07","6.5","7.6","7.2","2006Q2",100
2006,3,20,"4.74","4.75","4.78","4.69","4.72","2006Q3",101
2006,3,65,"5.1","5.2","5.2","5.1","5","2006Q3",101
2006,3,84,"5","5.3","5.6","5.9","6","2006Q3",101
2006,3,407,"4.9","5.2","5.2","5.2","5.2","2006Q3",101
2006,3,420,"5","4.9","4.9","4.8","4.6","2006Q3",101
2006,3,422,"5","5","4.75","4.5","4.5","2006Q3",101
2006,3,423,"5.3","5.4","5.5","5.5","5.5","2006Q3",101
2006,3,424,"#N/A","#N/A","#N/A","#N/A","#N/A","2006Q3",101
2006,3,426,"5.12","5.23","5.3","5.03","4.52","2006Q3",101
2006,3,428,"5.1","5.1","4.9","5","4.8","2006Q3",101
2006,3,429,"4.96","4.97","4.92","4.9","4.89","2006Q3",101
2006,3,433,"5.2","5.3","5.3","5.3","5","2006Q3",101
2006,3,446,"5.15","5.15","5.15","5.15","4.9","2006Q3",101
2006,3,448,"5.1","5.15","5.1","4.95","4.75","2006Q3",101
2006,3,463,"5.07","5.07","5.12","5.37","5.63","2006Q3",101
2006,3,472,"5.0272","5.0439","4.8472","4.5205","4.5105","2006Q3",101
2006,3,483,"5.1333","5.3417","5.7","5.8","6.05","2006Q3",101
2006,3,484,"4.9","4.85","4.85","4.9","4.9","2006Q3",101
2006,3,497,"4.9772","4.9691","4.9438","4.712","4.7042","2006Q3",101
2006,3,504,"#N/A","#N/A","#N/A","#N/A","#N/A","2006Q3",101
2006,3,506,"5.08","5.35","5.35","5.18","4.92","2006Q3",101
2006,3,507,"4.9533","4.9333","4.9","4.7998","4.7998","2006Q3",101
2006,3,510,"5.25","5.1","4.9","4.7","4.4","2006Q3",101
2006,3,512,"5","5.1","5.2","5.2","5.2","2006Q3",101
2006,3,516,"5.13","5.275","5.325","5.225","4.95","2006Q3",101
2006,3,518,"4.953","5.094","5.093","4.835","4.723","2006Q3",101
2006,3,519,"4.98","4.96","5.01","5.02","5.02","2006Q3",101
2006,3,520,"5.2","5.7","5.2","5","5","2006Q3",101
2006,3,521,"5.15","5.5","5.5","5.55","5.5","2006Q3",101
2006,3,523,"4.95","5.1","5.1","5.1","5.1","2006Q3",101
2006,3,524,"5.0961","5.1142","4.8767","4.7184","4.6392","2006Q3",101
2006,3,526,"5.4203","5.506","5.1693","4.745","4.49","2006Q3",101
2006,3,527,"5","5.1","5.05","4.8","4.6","2006Q3",101
2006,3,528,"#N/A","#N/A","#N/A","#N/A","#N/A","2006Q3",101
2006,3,530,"5.13","5.33","5.45","5.55","5.55","2006Q3",101
2006,3,531,"#N/A","#N/A","#N/A","#N/A","#N/A","2006Q3",101
2006,3,532,"5","5.3","5.8","6","6","2006Q3",101
2006,3,533,"5","5","4.7","4.4","4.4","2006Q3",101
2006,3,535,"5.15","5.35","5.33","5.31","5.18","2006Q3",101
2006,3,536,"5.1244","5.1919","5.1826","5.1734","5.1642","2006Q3",101
2006,3,539,"5.2","5.5","5.5","5.5","5.5","2006Q3",101
2006,3,540,"5.22","5.36","5.62","5.86","5.92","2006Q3",101
2006,3,541,"5","4.95","4.85","4.75","4.6","2006Q3",101
2006,3,543,"4.981","4.981","4.9717","4.9625","4.9532","2006Q3",101
2006,3,544,"5.1","5.2","5.2","5.2","5.2","2006Q3",101
2006,3,545,"5.08","5.14","4.87","4.95","4.82","2006Q3",101
2006,3,546,"5","5.25","5.5","5.6","5.6","2006Q3",101
2006,3,548,"5.4452","5.4605","5.4299","5.3912","5.3951","2006Q3",101
2006,3,549,"4.8","4.7","4.2","3.9","#N/A","2006Q3",101
2006,3,550,"5.07","6.5","7.6","7.2","7.1","2006Q3",101
2006,3,551,"#N/A","#N/A","#N/A","#N/A","#N/A","2006Q3",101
2006,4,20,"4.98","4.94","4.78","4.92","4.85","2006Q4",102
2006,4,65,"4.9","5","5.1","5","4.9","2006Q4",102
2006,4,84,"5","5.2","5.3","5.3","5.3","2006Q4",102
2006,4,99,"4.9","4.9","4.5","4.4","4.3","2006Q4",102
2006,4,405,"4.8","4.7","4.6","4.5","4.4","2006Q4",102
2006,4,407,"4.9","4.9","4.7","4.5","4.5","2006Q4",102
2006,4,411,"4.96","4.96","4.96","4.95","4.94","2006Q4",102
2006,4,420,"4.8","4.8","4.8","4.6","4.3","2006Q4",102
2006,4,421,"5.1","5.05","4.95","4.65","4.25","2006Q4",102
2006,4,422,"5","4.7","4.4","4.5","4.5","2006Q4",102
2006,4,424,"#N/A","#N/A","#N/A","#N/A","#N/A","2006Q4",102
2006,4,426,"4.94","4.93","4.97","4.91","4.42","2006Q4",102
2006,4,428,"4.95","4.81","4.79","4.63","4.63","2006Q4",102
2006,4,429,"4.93","4.9","4.85","4.83","4.82","2006Q4",102
2006,4,431,"4.98","4.97","4.75","4.64","4.56","2006Q4",102
2006,4,446,"5.1","5.1","5.1","4.9","4.9","2006Q4",102
2006,4,448,"5.05","5","4.8","4.65","4.5","2006Q4",102
2006,4,463,"4.9","4.95","5.2","5.45","5.5","2006Q4",102
2006,4,472,"4.81","4.81","4.56","4.56","4.56","2006Q4",102
2006,4,483,"5.0833","5.25","5.24","4.75","4.25","2006Q4",102
2006,4,484,"4.95","4.8","4.8","4.85","4.9","2006Q4",102
2006,4,497,"4.9616","4.9447","4.7515","4.6156","4.3783","2006Q4",102
2006,4,498,"5.08","4.9","4.45","4.15","3.95","2006Q4",102
2006,4,504,"5.3427","5.3427","5.3427","5.3427","5.3427","2006Q4",102
2006,4,506,"4.9775","4.9633","4.7787","4.5","4.3598","2006Q4",102
2006,4,507,"4.93","4.9333","4.95","4.95","4.95","2006Q4",102
2006,4,510,"4.8","4.6","4.5","4.3","4","2006Q4",102
2006,4,512,"4.8","4.8","#N/A","5.2","5.2","2006Q4",102
2006,4,516,"4.945","5","4.9","4.675","4.425","2006Q4",102
2006,4,520,"5.3","5","4.9","4.9","4.9","2006Q4",102
2006,4,521,"5","5.2","5.3","5.3","5.3","2006Q4",102
2006,4,523,"5.01","5.21","5.31","5.41","5.71","2006Q4",102
2006,4,524,"4.9559","4.9089","4.8054","4.8054","4.6185","2006Q4",102
2006,4,526,"4.91","4.8817","4.6833","4.4947","4.494","2006Q4",102
2006,4,527,"5.05","5.1","4.9","4.65","4.75","2006Q4",102
2006,4,528,"#N/A","#N/A","#N/A","#N/A","#N/A","2006Q4",102
2006,4,531,"4.9","4.75","4.7","4.5","4.5","2006Q4",102
2006,4,532,"5","5.2","5.4","5.5","5.5","2006Q4",102
2006,4,535,"5","4.9","5","5.1","5.3","2006Q4",102
2006,4,536,"4.9616","4.9616","4.9625","4.7422","4.5218","2006Q4",102
2006,4,539,"5","5.1","5.3","5.7","5.7","2006Q4",102
2006,4,540,"4.96","5.02","5.26","5.49","5.49","2006Q4",102
2006,4,541,"#N/A","#N/A","#N/A","#N/A","#N/A","2006Q4",102
2006,4,542,"4.9966","5.0306","5.2382","5.5669","5.6975","2006Q4",102
2006,4,543,"4.9616","4.9616","4.9616","4.9625","4.9532","2006Q4",102
2006,4,544,"5.07","5.06","4.99","4.95","4.95","2006Q4",102
2006,4,546,"5","5.25","5.5","5.5","5.6","2006Q4",102
2006,4,548,"5.2726","5.0883","4.71","4.3926","4.2706","2006Q4",102
2006,4,549,"4.9","4.8","4.7","4.2","3.7","2006Q4",102
2006,4,550,"5.3","6.4","6.8","6.3","6.1","2006Q4",102
2006,4,551,"#N/A","#N/A","#N/A","#N/A","#N/A","2006Q4",102
2007,1,20,"4.98","4.98","4.98","4.96","4.9","2007Q1",103
2007,1,84,"4.95","4.95","5.1","5.25","#N/A","2007Q1",103
2007,1,405,"5.1","5","4.6","4.4","4.4","2007Q1",103
2007,1,407,"4.905","4.898","4.677","4.673","4.668","2007Q1",103
2007,1,411,"4.96","4.96","4.95","4.94","4.93","2007Q1",103
2007,1,420,"4.85","4.8","4.6","4.3","4.3","2007Q1",103
2007,1,421,"5.15","5.15","5","4.6","4.3","2007Q1",103
2007,1,424,"#N/A","#N/A","#N/A","#N/A","#N/A","2007Q1",103
2007,1,426,"4.92","4.97","5","4.92","4.42","2007Q1",103
2007,1,428,"4.94","4.986","5.045","5.058","5.031","2007Q1",103
2007,1,431,"4.97","4.96","4.95","4.94","4.93","2007Q1",103
2007,1,433,"4.96","4.97","4.98","4.81","4.56","2007Q1",103
2007,1,446,"5.1","5.1","4.9","4.9","4.9","2007Q1",103
2007,1,448,"5.12","5","4.65","4.5","4.25","2007Q1",103
2007,1,456,"4.75","4.5","4.2","4.4","4.45","2007Q1",103
2007,1,463,"4.95","5.15","5.35","5.5","5.5","2007Q1",103
2007,1,472,"4.98","4.8384","4.7326","4.7326","4.98","2007Q1",103
2007,1,483,"5","4.99","5","5.1667","5.25","2007Q1",103
2007,1,484,"4.8","4.8","4.85","4.9","4.8","2007Q1",103
2007,1,497,"4.9616","4.9625","4.9279","4.7329","4.7236","2007Q1",103
2007,1,504,"5.3427","5.3427","5.0927","4.8427","4.8","2007Q1",103
2007,1,507,"4.9867","5.05","5.05","5.0833","5.1667","2007Q1",103
2007,1,508,"4.8022","4.7812","4.724","4.5963","4.3243","2007Q1",103
2007,1,510,"4.8","4.5","4.3","4","4","2007Q1",103
2007,1,512,"5","5.1","5.2","5.2","5.3","2007Q1",103
2007,1,516,"5.01","5","4.875","4.75","4.75","2007Q1",103
2007,1,518,"4.8892","4.903","4.6452","4.3715","4.3699","2007Q1",103
2007,1,519,"4.95","4.94","4.94","4.94","4.93","2007Q1",103
2007,1,520,"5","4.9","4.9","4.9","4.9","2007Q1",103
2007,1,521,"5.1","5.1","5.1","5.1","5.1","2007Q1",103
2007,1,524,"5.0792","5.0737","4.9171","4.8387","4.6037","2007Q1",103
2007,1,526,"5.1","5.175","4.9197","4.749","3.98","2007Q1",103
2007,1,527,"5.1","5.05","4.95","4.9","4.85","2007Q1",103
2007,1,528,"#N/A","#N/A","#N/A","#N/A","#N/A","2007Q1",103
2007,1,532,"5","5.2","5.3","5.3","#N/A","2007Q1",103
2007,1,533,"5","4.8","4.75","4.5","4.25","2007Q1",103
2007,1,535,"5.1","5.1","5.2","5.3","5.4","2007Q1",103
2007,1,536,"5.15","5.2","5.2","5.2","5.1","2007Q1",103
2007,1,539,"5","5.1","5.4","5.7","#N/A","2007Q1",103
2007,1,540,"5.07","5.08","5.23","5.38","5.38","2007Q1",103
2007,1,541,"5.05","5.05","4.85","4.85","#N/A","2007Q1",103
2007,1,542,"5.0026","5.08","5.27","5.47","5.55","2007Q1",103
2007,1,543,"4.9616","4.9625","4.9532","4.9439","4.9347","2007Q1",103
2007,1,544,"5.09","5","4.97","4.97","4.9","2007Q1",103
2007,1,546,"5.05","5.3","5.55","5.55","5.55","2007Q1",103
2007,1,548,"4.7968","4.5933","4.6296","4.5812","4.5903","2007Q1",103
2007,1,549,"4.8","4.7","4.2","3.7","#N/A","2007Q1",103
2007,1,551,"#N/A","#N/A","#N/A","#N/A","#N/A","2007Q1",103
2007,1,552,"5","5","5.1","5.1","5.2","2007Q1",103
2007,2,20,"4.98","4.99","5","4.95","4.96","2007Q2",104
2007,2,65,"5.1","5.2","5.2","5.2","5.2","2007Q2",104
2007,2,84,"5","5","5.2","5.2","5.2","2007Q2",104
2007,2,99,"5","5","5","4.9","4.9","2007Q2",104
2007,2,405,"5","4.8","4.6","4.4","4.4","2007Q2",104
2007,2,407,"4.9","4.9","4.9","4.9","4.9","2007Q2",104
2007,2,411,"4.96","4.95","4.94","4.93","4.93","2007Q2",104
2007,2,420,"4.85","4.6","4.3","4.3","4","2007Q2",104
2007,2,421,"5.25","5","4.6","4.3","4.1","2007Q2",104
2007,2,422,"5.1","4.9","4.7","4.5","4.4","2007Q2",104
2007,2,423,"5.085","4.9249","4.8684","4.8735","4.8242","2007Q2",104
2007,2,424,"#N/A","#N/A","#N/A","#N/A","#N/A","2007Q2",104
2007,2,426,"4.96","5.1","5.16","4.67","4.5","2007Q2",104
2007,2,429,"4.86","4.82","4.81","4.81","4.81","2007Q2",104
2007,2,431,"4.96","4.95","4.95","4.94","4.93","2007Q2",104
2007,2,439,"4.8967","5.045","5.13","5.5133","5.4767","2007Q2",104
2007,2,446,"5.1","4.95","4.9","4.9","4.9","2007Q2",104
2007,2,456,"5.05","4.7","4.25","4.35","4.45","2007Q2",104
2007,2,463,"4.95","5.25","5.5","5.55","5.55","2007Q2",104
2007,2,472,"4.8644","4.4748","4.37","4.37","4.37","2007Q2",104
2007,2,483,"4.99","5","5.1667","5.25","5.25","2007Q2",104
2007,2,484,"4.95","4.97","4.94","4.9","4.87","2007Q2",104
2007,2,497,"4.9625","4.9532","4.8004","4.5125","4.5032","2007Q2",104
2007,2,498,"5","4.65","4.2","3.75","3.75","2007Q2",104
2007,2,506,"4.8443","4.82","4.8567","4.89","4.9","2007Q2",104
2007,2,507,"4.78","4.88","5","5.05","5.1","2007Q2",104
2007,2,508,"5.0417","5.0022","5.0139","4.6618","4.6581","2007Q2",104
2007,2,510,"5","4.8","4.5","4.25","4","2007Q2",104
2007,2,512,"5.06","5.13","5.2","5.21","5.25","2007Q2",104
2007,2,516,"5.1","5","4.9","4.9","4.9","2007Q2",104
2007,2,518,"4.9792","4.6043","4.4229","4.4178","4.4642","2007Q2",104
2007,2,519,"4.82","4.73","4.74","4.74","4.74","2007Q2",104
2007,2,520,"5","5","4.9","4.9","4.9","2007Q2",104
2007,2,521,"5.1","5.1","5.13","5.1433","5.1222","2007Q2",104
2007,2,524,"5","4.997","4.6967","4.5","4.5","2007Q2",104
2007,2,526,"4.965","4.8363","4.699","4.747","4.662","2007Q2",104
2007,2,527,"4.85","4.65","4.45","4.4","4.45","2007Q2",104
2007,2,528,"#N/A","#N/A","#N/A","#N/A","#N/A","2007Q2",104
2007,2,531,"5","4.75","4.7","#N/A","#N/A","2007Q2",104
2007,2,532,"5.1","5.2","5.3","5.3","#N/A","2007Q2",104
2007,2,535,"5.1","5.2","5.34","5.45","5.58","2007Q2",104
2007,2,539,"5","5.2","5.4","5.4","5.7","2007Q2",104
2007,2,540,"5.03","5.16","5.41","5.46","5.71","2007Q2",104
2007,2,541,"5","5.05","5.2","5.25","5.25","2007Q2",104
2007,2,542,"4.92","5.13","5.37","5.5","5.61","2007Q2",104
2007,2,543,"4.9625","4.9532","4.9439","4.9347","4.9254","2007Q2",104
2007,2,544,"5","4.97","4.97","4.96","4.95","2007Q2",104
2007,2,546,"4.85","4.85","4.9","4.9","4.9","2007Q2",104
2007,2,548,"4.8455","4.9462","4.9613","4.9739","4.9661","2007Q2",104
2007,2,549,"4.95","4.85","4.3","4.2","4.2","2007Q2",104
2007,2,550,"4.9","5.23","5.28","5.45","5.58","2007Q2",104
2007,2,551,"#N/A","#N/A","#N/A","#N/A","#N/A","2007Q2",104
2007,2,552,"4.86","4.86","4.86","4.76","4.66","2007Q2",104
2007,3,20,"4.72","4.76","4.78","4.8","4.79","2007Q3",105
2007,3,65,"5","5","5.1","5.1","5","2007Q3",105
2007,3,84,"4.7","4.7","4.7","4.5","4.5","2007Q3",105
2007,3,411,"4.69","4.72","4.74","4.76","4.78","2007Q3",105
2007,3,420,"4.65","4.6","4.5","4.3","4","2007Q3",105
2007,3,422,"4.7","4.5","4.1","4","4","2007Q3",105
2007,3,424,"#N/A","#N/A","#N/A","#N/A","#N/A","2007Q3",105
2007,3,426,"4.8","4.83","4.75","4.64","4.45","2007Q3",105
2007,3,428,"4.83","4.97","5.01","5","4.99","2007Q3",105
2007,3,429,"4.82","4.82","4.82","4.82","4.83","2007Q3",105
2007,3,431,"4.69","4.72","4.74","4.76","4.78","2007Q3",105
2007,3,433,"4.84","4.84","4.84","4.67","4.42","2007Q3",105
2007,3,446,"4.9","4.9","4.9","4.9","4.9","2007Q3",105
2007,3,456,"5.15","5.15","5.15","5.15","5.15","2007Q3",105
2007,3,463,"4.85","5.05","5.25","5.45","5.55","2007Q3",105
2007,3,472,"4.74","4.3438","4.04","4.04","4.04","2007Q3",105
2007,3,483,"4.9","5.0667","5.15","5.2","5.2","2007Q3",105
2007,3,484,"4.97","5.12","5.07","5.11","5.12","2007Q3",105
2007,3,497,"4.6926","4.6735","4.5021","4.3392","4.3625","2007Q3",105
2007,3,504,"4.82","4.82","4.82","4.82","4.82","2007Q3",105
2007,3,506,"4.83","4.89","4.91","4.92","4.96","2007Q3",105
2007,3,507,"4.78","4.82","5.05","5.15","5.1","2007Q3",105
2007,3,508,"4.6429","4.7767","4.6165","4.4322","4.3309","2007Q3",105
2007,3,510,"4.8","4.5","4","4","4.3","2007Q3",105
2007,3,512,"4.95","4.95","4.95","5","5","2007Q3",105
2007,3,516,"4.9278","4.9936","5.0216","5.0216","5.0446","2007Q3",105
2007,3,518,"4.6974","4.6573","4.2653","4.2629","4.3218","2007Q3",105
2007,3,519,"4.76","4.74","4.81","4.84","4.86","2007Q3",105
2007,3,521,"4.86","4.89","4.92","4.95","4.98","2007Q3",105
2007,3,524,"5","4.87","4.41","4.33","4.33","2007Q3",105
2007,3,526,"5.0118","5.2061","5.1727","4.7497","4.2403","2007Q3",105
2007,3,527,"4.8","4.85","4.9","4.95","5","2007Q3",105
2007,3,528,"#N/A","#N/A","#N/A","#N/A","#N/A","2007Q3",105
2007,3,531,"#N/A","#N/A","#N/A","#N/A","#N/A","2007Q3",105
2007,3,532,"5","5.2","5.3","5.3","#N/A","2007Q3",105
2007,3,533,"4.75","4.75","4.5","4.5","4.5","2007Q3",105
2007,3,535,"4.9","5.1","5.3","5.6","5.6","2007Q3",105
2007,3,538,"4.95","4.95","4.95","4.95","4.95","2007Q3",105
2007,3,540,"4.91","5.02","5.07","5.04","5.05","2007Q3",105
2007,3,541,"4.85","5","5.05","5.35","5.45","2007Q3",105
2007,3,542,"4.8692","4.9596","5.183","5.5136","5.6498","2007Q3",105
2007,3,543,"4.7011","4.7243","4.7475","4.7707","4.7939","2007Q3",105
2007,3,544,"4.95","4.95","4.95","4.95","4.95","2007Q3",105
2007,3,546,"4.85","4.9","4.9","5","5","2007Q3",105
2007,3,548,"4.9462","4.9613","4.9739","4.9661","4.9503","2007Q3",105
2007,3,549,"4.75","4.75","4.65","4.6","4.5","2007Q3",105
2007,3,551,"#N/A","#N/A","#N/A","#N/A","#N/A","2007Q3",105
2007,3,552,"4.7","4.6","4.6","4.65","4.65","2007Q3",105
2007,3,554,"4.802","4.821","4.79","4.75","4.69","2007Q3",105
2007,4,20,"4.26","4.29","4.2","4.3","4.25","2007Q4",106
2007,4,84,"3.7","3.6","3.5","3.5","3.5","2007Q4",106
2007,4,407,"4.008","3.572","3.784","3.779","4.207","2007Q4",106
2007,4,411,"3.9","4","4","4.1","4.1","2007Q4",106
2007,4,420,"4.08","3.88","3.75","3.5","3.5","2007Q4",106
2007,4,421,"3.9","3.8","3.75","3.7","3.6","2007Q4",106
2007,4,422,"4.7","4.5","4.1","4","4","2007Q4",106
2007,4,424,"#N/A","#N/A","#N/A","#N/A","#N/A","2007Q4",106
2007,4,428,"4.39","4.42","4.39","4.38","4.38","2007Q4",106
2007,4,429,"3.75","3.67","3.62","3.65","3.67","2007Q4",106
2007,4,431,"4.15","3.96","3.92","3.94","3.96","2007Q4",106
2007,4,446,"4.1","3.75","3.85","3.85","3.9","2007Q4",106
2007,4,448,"3.75","3.45","3.25","3.25","3.25","2007Q4",106
2007,4,456,"3.65","3.45","3.6","3.85","3.9","2007Q4",106
2007,4,463,"3.9","4.1","4.29","4.58","4.88","2007Q4",106
2007,4,472,"3.7333","3.65","3.65","3.65","3.65","2007Q4",106
2007,4,483,"4.5233","4.05","4.15","4.25","4.25","2007Q4",106
2007,4,484,"4","4.1","4.2","4.25","4.5","2007Q4",106
2007,4,498,"3.5","3.35","3.4","3.5","3.6","2007Q4",106
2007,4,504,"3.32","3.32","3.07","3.07","3.07","2007Q4",106
2007,4,507,"3.75","3.7","3.75","3.85","4.25","2007Q4",106
2007,4,508,"4.1046","3.9499","4.0219","4.0509","4.1632","2007Q4",106
2007,4,510,"4.2","4","3.8","3.8","3.8","2007Q4",106
2007,4,512,"3.95","4","4.05","4.21","4.25","2007Q4",106
2007,4,516,"3.86","3.85","3.8","3.8","3.8","2007Q4",106
2007,4,518,"3.6529","3.6921","3.8007","3.8982","4.0186","2007Q4",106
2007,4,519,"3.87","3.98","4.09","4.14","4.16","2007Q4",106
2007,4,520,"3.7","3.7","3.8","3.9","4","2007Q4",106
2007,4,521,"4","3.9","3.7","3.7","3.7","2007Q4",106
2007,4,524,"4.1","4.2","4.2667","4.3056","4.3056","2007Q4",106
2007,4,526,"3.9677","3.6433","3.5429","3.456","3.456","2007Q4",106
2007,4,527,"3.8","3.55","3.45","3.5","3.5","2007Q4",106
2007,4,528,"#N/A","#N/A","#N/A","#N/A","#N/A","2007Q4",106
2007,4,532,"4.3","4","3.9","3.7","#N/A","2007Q4",106
2007,4,535,"3.8","4.1","4.2","4.4","4.7","2007Q4",106
2007,4,539,"4.1","4.3","4.3","4.5","4.8","2007Q4",106
2007,4,540,"4","3.94","3.95","3.91","4.24","2007Q4",106
2007,4,542,"3.6967","3.9378","4.1608","4.4058","4.6404","2007Q4",106
2007,4,543,"4.1485","4.1042","4.1276","4.151","4.1744","2007Q4",106
2007,4,544,"3.89","3.93","4.03","4.08","4.15","2007Q4",106
2007,4,546,"3.75","4","4.1","4.1","4.1","2007Q4",106
2007,4,548,"4.4551","4.4707","4.4799","4.5193","4.5474","2007Q4",106
2007,4,549,"3.95","3.95","3.9","3.7","3.35","2007Q4",106
2007,4,550,"4.09","4.44","4.54","4.76","4.82","2007Q4",106
2007,4,552,"4","3.8","3.9","4","4","2007Q4",106
2007,4,553,"4","4.2","4.25","4.3","4.4","2007Q4",106
