"ID","Date_Number","Q4Ahead_error","Lag_Q4Ahead_error"
411,58,-0.0733333329999999,-1.13
411,65,-0.216666667,0.0766666670000005
411,66,-0.746666667,0.0899999999999999
411,67,-0.653333333,0.0433333330000005
411,68,-0.576666667,-0.143333333
411,69,-0.33,-0.216666667
411,70,0.793333333,-0.746666667
411,82,-1.986666667,-4.293333333
411,83,-2.383333333,-3.08
411,98,0.343333333,0.556666667
411,99,0.223333333,0.793333333
411,100,-0.0133333330000003,0.643333333
411,106,-3.803333333,-1.55
411,107,-2.956666667,-2.886666667
411,108,-2.266666667,-3.303333333
411,109,-3.093333333,-3.286666667
411,110,-0.643333333,-3.803333333
411,111,-0.323333333,-2.956666667
411,112,-0.123333333,-2.266666667
411,113,-0.103333333,-3.093333333
411,114,-0.143333333,-0.643333333
411,115,-0.153333333,-0.323333333
411,116,-0.653333333,-0.123333333
411,117,-0.286666667,-0.103333333
411,118,-0.266666667,-0.143333333
411,119,-0.633333333,-0.153333333
411,120,-0.873333333,-0.653333333
411,129,-0.023333333,-0.256666667
411,137,-0.853333333,-0.4547
411,138,NA,-0.386666667
411,145,0.24,0.206666667
411,146,0.516666667,0.106666667
411,147,0.0866666670000003,0.36
411,148,-0.4,0.24
411,149,-0.82,0.24
411,150,-1.523333333,0.516666667
414,42,-2.23,-1.66
414,43,-2.14,-2.506666667
414,44,-0.683333333,-1.62
414,45,-0.596666667,-2.016666667
414,46,-0.39,-2.23
414,47,0.193333333,-2.14
414,48,1.336666667,-0.683333333
414,49,1.626666667,-0.596666667
414,50,2.38,-0.39
414,51,2.236666667,0.193333333
414,52,2.096666667,1.336666667
414,53,1.366666667,1.626666667
414,64,0.096666667,0.166666667
414,65,-0.0766666670000005,-0.553333332999999
414,66,-0.746666667,-0.00999999999999979
414,67,-0.693333333,0.153333333
414,68,-1.256666667,0.096666667
414,69,-0.75,-0.0766666670000005
416,42,-2.83,-2.46
416,43,-1.94,-2.906666667
416,44,-2.133333333,-3.52
416,45,-1.246666667,-3.716666667
416,46,-0.94,-2.83
416,47,-0.856666667,-1.94
416,48,0.736666667,-2.133333333
416,49,0.976666667,-1.246666667
416,50,1.88,-0.94
416,51,1.896666667,-0.856666667
416,52,0.996666667,0.736666667
420,53,1.116666667,0.976666667
420,54,-0.74,1.73
420,55,-1.57,NA
420,56,-0.73,1.696666667
420,57,-0.653333333,1.116666667
420,58,-0.673333333,-0.74
420,59,-0.24,-1.57
420,60,-0.203333333,-0.73
420,66,-0.696666667000001,0.24
420,67,-0.593333333,0.0533333330000003
420,68,-0.796666667,0.0266666669999998
420,69,-0.699999999999999,-0.126666667
420,70,0.243333333,-0.696666667000001
420,76,-2.84,1.313333333
420,77,-2.43,1.116666667
420,78,-3.443333333,NA
420,105,-2.506666667,-0.296666666999999
420,106,-3.203333333,-0.91
420,107,-2.086666667,-2.256666667
420,113,-0.143333333,-1.843333333
420,121,-0.046666667,-0.376666667
420,122,-0.013333333,-0.286666667
420,123,-0.013333333,-0.233333333
420,124,-0.05,-0.413333333
420,125,-0.016666667,-0.046666667
420,131,-0.073333333,-0.053333333
420,132,-0.13,-0.066666667
420,133,-0.16,-0.123333333
421,42,-2.83,-2.31
421,43,-2.04,-2.306666667
421,44,-2.583333333,-2.47
421,45,-0.796666667,-3.216666667
421,46,-0.54,-2.83
421,47,-0.756666667,-2.04
421,48,NA,-2.583333333
421,49,0.526666667,-0.796666667
421,50,1.55,-0.54
421,51,2.036666667,-0.756666667
421,52,1.346666667,NA
421,53,0.616666667,0.526666667
421,54,-0.640000000000001,1.55
421,55,-0.77,2.036666667
421,56,-0.680000000000001,1.346666667
421,57,0.796666667,0.616666667
421,58,0.776666667,-0.640000000000001
421,59,1.41,-0.77
421,60,0.146666667,-0.680000000000001
421,61,0.196666667000001,0.796666667
421,62,0.34,0.776666667
421,63,0.803333333,1.41
421,64,-0.223333333,0.146666667
421,65,-0.526666667,0.196666667000001
421,66,-1.146666667,0.34
421,72,1.063333333,-1.446666667
421,78,-3.893333333,0.116666667
421,79,-3.58,-0.983333333
421,80,-3.186666667,-2.59
421,81,-3.356666667,-2.73
421,87,-2.583333333,-3.393333333
421,88,-0.323333333,-3.66
421,89,-1.013333333,-2.82
421,90,-0.943333333,-1.833333333
421,91,-0.613333333,-2.583333333
421,92,-0.436666667,-0.323333333
421,93,-1.04,-1.013333333
421,94,-0.773333333,-0.943333333
421,95,-0.00666666700000018,-0.613333333
421,96,0.203333333,-0.436666667
421,97,0.306666667,-1.04
421,98,0.203333333,-0.773333333
421,99,0.133333333,-0.00666666700000018
421,100,-0.113333333,0.203333333
421,110,-2.193333333,-3.303333333
421,111,-0.893333333,-3.086666667
421,112,-1.503333333,-3.626666667
421,118,-1.786666667,-2.713333333
421,131,-0.523333333,-0.173333333
421,132,-0.68,-0.216666667
421,141,-0.663333333,-1.503333333
421,142,-0.143333333,-1.07
421,143,-0.19,-1.36
421,144,-0.01,-1.26
421,145,-0.19,-0.663333333
421,146,0.0866666669999998,-0.143333333
421,147,-0.0933333329999999,-0.19
421,148,-0.39,-0.01
421,149,-0.97,-0.19
421,150,-1.573333333,0.0866666669999998
422,42,-1.83,-2.36
422,43,-1.64,-1.206666667
422,44,-2.133333333,-1.52
422,50,1.28,-0.34
422,51,1.736666667,-0.756666667
422,102,-1.11,0.403333333
422,108,-1.826666667,-2.773333333
422,117,-0.626666667,-0.843333333
422,118,-0.636666667,-1.063333333
422,119,-0.483333333,-1.073333333
422,120,-0.563333333,-1.453333333
422,121,-0.546666667,-0.626666667
422,122,0.006666667,-0.636666667
422,123,0.036666667,-0.483333333
422,124,0,-0.563333333
422,125,-0.016666667,-0.546666667
422,131,-0.053333333,-0.053333333
422,132,-0.28,-0.066666667
422,133,-0.21,-0.023333333
422,134,0.093333333,-0.006666667
422,135,0.016666667,-0.053333333
422,136,-0.013333333,-0.28
422,137,-0.553333333,-0.21
422,138,-0.52,0.093333333
422,139,0.0299999999999999,0.016666667
422,140,0.39,-0.013333333
422,141,0.105366667,-0.553333333
422,142,0.146666667,-0.52
422,143,0.0543,0.0299999999999999
422,144,-0.01,0.39
422,145,0.38,0.105366667
422,146,0.557866667,0.146666667
422,147,-0.0322333329999998,0.0543
422,148,-0.4875,-0.01
422,149,-1.092,0.38
423,44,-1.283333333,-2.19
423,45,-0.806666667,-2.516666667
423,46,0.21,-1.98
423,47,-0.036666667,-1.68
423,48,0.966666667,-1.283333333
423,49,1.256666667,-0.806666667
423,80,-2.496666667,-2.05
424,42,-2.43,-2.21
424,43,NA,NA
424,44,-1.283333333,NA
424,45,0.503333333,-3.916666667
424,46,0.56,-2.43
424,47,-0.456666667,NA
424,48,NA,-1.283333333
424,49,1.476666667,0.503333333
424,50,2.08,0.56
424,100,NA,NA
424,101,NA,NA
424,102,NA,NA
424,103,NA,NA
424,104,NA,NA
424,105,NA,NA
424,106,NA,NA
424,107,NA,NA
424,108,NA,NA
424,109,NA,NA
424,115,NA,NA
424,116,NA,NA
424,117,NA,NA
424,118,NA,NA
424,119,NA,NA
424,120,NA,NA
424,140,NA,NA
424,141,NA,NA
424,142,NA,NA
424,143,NA,NA
424,144,NA,NA
426,43,-1.13,-2.706666667
426,44,-1.463333333,-2.58
426,45,-0.826666667,-3.456666667
426,46,-0.7,-1.8
426,47,-0.706666667,-1.13
426,48,0.206666667,-1.463333333
426,49,0.966666667,-0.826666667
426,50,1.92,-0.7
426,51,2.076666667,-0.706666667
426,52,1.166666667,0.206666667
426,53,0.416666666999999,0.966666667
426,54,-0.16,1.92
426,55,-1.07,2.076666667
426,56,-0.340000000000001,1.166666667
426,57,-0.863333333,0.416666666999999
426,58,-0.0733333329999999,-0.16
426,59,0.23,-1.07
426,60,-0.00333333299999961,-0.340000000000001
426,61,0.366666667000001,-0.863333333
426,62,0.42,-0.0733333329999999
426,63,0.103333333,0.23
426,64,-0.553333333,-0.00333333299999961
426,65,-0.666666667,0.366666667000001
426,66,-1.076666667,0.42
426,67,-0.573333333000001,0.103333333
426,73,1.716666667,0.24
426,85,-1.95,-1.696666667
426,86,-1.183333333,-1.316666667
426,87,-1.403333333,-1.283333333
426,88,-0.663333333,-1.62
426,89,0.376666667,-1.95
426,90,0.656666667,-1.183333333
426,91,1.136666667,-1.403333333
426,92,1.183333333,-0.663333333
426,101,-0.216666666999999,1.036666667
426,102,-1.03,0.543333333
426,103,-2.376666667,0.113333333
426,104,-2.873333333,0.00666666699999929
426,105,-2.956666667,-0.216666666999999
426,111,-0.223333333,-2.906666667
426,112,-0.191633333,-1.936666667
426,113,-0.500033333,-2.323333333
426,114,-0.849233333,-1.163333333
426,115,-0.984933333,-0.223333333
426,116,-1.163433333,-0.191633333
426,117,-1.139966667,-0.500033333
426,118,-1.136666667,-0.849233333
426,119,-0.068533333,-0.984933333
426,120,-0.651533333,-1.163433333
426,121,-0.592466667,-1.139966667
426,122,0.071666667,-1.136666667
426,123,0.072666667,-0.068533333
426,124,-0.0271,-0.651533333
426,125,-0.040666667,-0.592466667
426,126,-0.00966666699999999,0.071666667
426,127,-0.033433333,0.072666667
426,128,-0.139766667,-0.0271
426,129,-0.144733333,-0.040666667
426,130,-0.032466667,-0.00966666699999999
426,131,-0.018333333,-0.033433333
426,132,-0.1061,-0.139766667
426,133,-0.0847,-0.144733333
426,134,-0.059966667,-0.032466667
426,135,-0.220933333,-0.018333333
426,136,-0.778433333,-0.1061
426,137,-0.889333333,-0.0847
426,138,-1.64,-0.059966667
426,139,-0.8983,-0.220933333
426,140,-0.3483,-0.778433333
426,141,0.084366667,-0.889333333
426,142,-0.115033333,-1.64
426,143,0.2155,-0.8983
426,144,0.31,-0.3483
426,145,0.51,0.084366667
427,43,-1.54,-2.306666667
427,44,-1.933333333,-1.92
427,45,-1.496666667,-2.316666667
427,46,NA,-2.03
427,47,-0.456666667,-1.54
427,48,0.286666667,-1.933333333
427,49,0.776666667,-1.496666667
427,50,1.68,NA
428,43,-1.47,-2.656666667
428,44,-1.883333333,-3.18
428,45,-0.886666667,-3.296666667
428,46,-0.55,-1.58
428,47,-0.636666667,-1.47
428,55,-2.09,1.846666667
428,56,-1.96,1.016666667
428,57,-1.343333333,0.906666667
428,58,-0.623333333,-0.99
428,59,0.369999999999999,-2.09
428,60,-0.113333333,-1.96
428,61,-0.503333333,-1.343333333
428,62,-0.42,-0.623333333
428,63,-0.436666667,0.369999999999999
428,64,-0.593333333,-0.113333333
428,65,-0.876666667,-0.503333333
428,66,-1.456666667,-0.42
428,67,-1.323333333,-0.436666667
428,68,-0.676666667,-0.593333333
428,69,-0.55,-0.876666667
428,70,0.793333333,-1.456666667
428,71,1.07,-1.323333333
428,72,1.173333333,-0.676666667
428,73,1.016666667,-0.55
428,74,0.746666667,0.793333333
428,75,-1.033333333,1.07
428,76,-2.5,1.173333333
428,77,-2.93,1.016666667
428,78,-4.113333333,0.746666667
428,79,-3.44,-1.033333333
428,80,-3.446666667,-2.5
428,81,-2.516666667,-2.93
428,82,-2.586666667,-4.113333333
428,83,-2.263333333,-3.44
428,84,-2.28,-3.446666667
428,85,-1.76,-2.516666667
428,86,-1.593333333,-2.586666667
428,87,-2.233333333,-2.263333333
428,88,-1.753333333,-2.28
428,89,-0.713333333,-1.76
428,90,0.0866666670000003,-1.593333333
428,91,0.00666666700000018,-2.233333333
428,92,0.133333333,-1.753333333
428,98,0.173333333,0.526666667
428,99,0.343333333,0.753333333
428,100,0.246666667,0.603333333
428,101,-0.496666667,0.216666666999999
428,102,-1.24,0.173333333
428,103,-2.987666667,0.343333333
428,112,-0.00333333299999999,-1.426666667
428,118,-0.486666667,-0.583333333
428,119,-0.713333333,-1.043333333
428,127,-0.203333333,0.106666667
428,133,-0.13,-0.133333333
428,134,-0.466666667,-0.046666667
428,135,-0.697333333,-0.043333333
428,136,-0.905333333,-0.07
428,137,-0.943333333,-0.13
428,138,-0.34,-0.466666667
428,150,-1.421433333,0.166666667
429,43,-2.1,-2.166666667
429,44,-2.273333333,-1.89
429,45,-0.676666667,-2.616666667
429,46,-0.72,-1.76
429,47,-0.156666667,-2.1
429,48,1.206666667,-2.273333333
429,49,1.366666667,-0.676666667
429,50,1.94,-0.72
429,51,2.266666667,-0.156666667
429,52,2.006666667,1.206666667
429,53,1.496666667,1.366666667
429,64,-0.513333333,-0.183333333
429,65,-0.356666667,-0.113333333
429,66,-2.216666667,0.0700000000000003
429,67,-0.623333333000001,-0.0466666669999993
429,68,-0.566666667,-0.513333333
429,69,-0.35,-0.356666667
429,70,1.553333333,-2.216666667
429,71,1.06,-0.623333333000001
429,72,1.253333333,-0.566666667
429,83,-1.753333333,-3.07
429,84,-2.15,-1.666666667
429,85,-1.89,-2.016666667
429,86,-1.413333333,-0.676666667
429,87,-1.353333333,-1.753333333
429,88,-0.673333333,-2.15
429,89,-0.743333333,-1.89
429,90,-0.183333333,-1.413333333
429,91,0.476666667,-1.353333333
429,92,0.503333333,-0.673333333
429,93,0.58,-0.743333333
429,94,1.126666667,-0.183333333
429,95,1.063333333,0.476666667
429,101,-0.586666666999999,0.756666666999999
429,102,-1.43,0.233333333
431,48,0.986666667,-0.633333333
431,49,1.476666667,-0.596666667
431,50,1.88,-0.44
431,51,2.136666667,-0.156666667
431,52,1.096666667,0.986666667
431,61,0.296666667,0.346666667
431,62,0.29,0.326666667
431,63,0.0533333330000003,0.56
431,64,-0.423333333,0.546666667
431,78,-4.093333333,1.286666667
431,79,-2.83,-0.983333333
431,80,-1.436666667,-2.74
431,81,-1.056666667,-2.83
431,99,0.573333333,0.913333333
431,100,-0.0133333330000003,1.043333333
431,106,-3.663333333,-1.17
431,107,-2.296666667,-2.886666667
431,108,-1.856666667,-3.303333333
431,109,-2.103333333,-3.286666667
431,110,-1.143333333,-3.663333333
431,111,-1.343333333,-2.296666667
431,112,-0.233333333,-1.856666667
431,124,-0.04,-0.183333333
431,125,-0.126666667,NA
432,43,-0.74,NA
432,44,-1.033333333,NA
432,45,-0.846666667,NA
432,46,0.0600000000000001,-1.93
432,47,NA,-0.74
432,48,1.236666667,-1.033333333
432,49,1.576666667,-0.846666667
432,50,1.78,0.0600000000000001
432,51,NA,NA
432,52,-0.00333333299999961,1.236666667
432,53,-0.133333333,1.576666667
433,43,-1.24,-2.636666667
433,44,-1.243333333,-2.62
433,45,-0.766666667,-2.916666667
433,46,-0.34,-2.13
433,47,-0.156666667,-1.24
433,48,0.926666667,-1.243333333
433,49,1.236666667,-0.766666667
433,50,1.85,-0.34
433,51,2.216666667,-0.156666667
433,52,1.486666667,0.926666667
433,53,0.846666667,1.236666667
433,54,-0.62,1.85
433,55,-1.65,2.216666667
433,56,-1.08,1.486666667
433,57,0.546666667,0.846666667
433,58,0.436666667,-0.62
433,59,0.920999999999999,-1.65
433,60,0.646666667,-1.08
433,61,0.766666667,0.546666667
433,62,0.55,0.436666667
433,63,0.773333333,0.920999999999999
433,64,-0.203333333,0.646666667
433,65,-0.226666667,0.766666667
433,66,-1.016666667,0.55
433,67,-0.723333333,0.773333333
433,68,-0.546666667,-0.203333333
433,69,-0.6,-0.226666667
433,70,1.043333333,-1.016666667
433,71,1.52,-0.723333333
433,72,1.813333333,-0.546666667
433,78,-4.643333333,1.186666667
433,79,-2.97,-0.773333333
433,80,-2.016666667,-2.49
433,81,-1.986666667,-2.92
433,82,-0.966666667,-4.643333333
433,83,-1.043333333,-2.97
433,84,-1.52,-2.016666667
433,85,-1.53,-1.986666667
433,86,-1.153333333,-0.966666667
433,87,-1.523333333,-1.043333333
433,88,-0.963333333,-1.52
433,89,-0.0133333330000001,-1.53
433,90,-0.163333333,-1.153333333
433,91,-0.363333333,-1.523333333
433,92,-0.136666667,-0.963333333
433,93,-0.46,-0.0133333330000001
433,94,-0.143333333,-0.163333333
433,95,0.0833333330000006,-0.363333333
433,96,0.263333332999999,-0.136666667
433,97,0.506666666999999,-0.46
433,98,0.153333333,-0.143333333
433,99,0.333333333,0.0833333330000006
433,100,-0.163333333000001,0.263333332999999
433,101,-0.696666667,0.506666666999999
433,125,-0.066666667,0.00333333299999999
433,126,0.043333333,0.081666667
433,127,-0.023333333,-0.013333333
433,128,-0.036666667,0.04
433,129,-0.023333333,-0.066666667
433,130,-0.020866667,0.043333333
433,131,-0.063333333,-0.023333333
433,132,-0.0457,-0.036666667
433,133,-0.37,-0.023333333
433,134,-0.491066667,-0.020866667
433,135,-0.038233333,-0.063333333
433,136,-0.295933333,-0.0457
433,137,-0.521333333,-0.37
433,138,-0.09,-0.491066667
433,139,-0.2967,-0.038233333
433,140,-0.2067,-0.295933333
433,141,0.149966667,-0.521333333
433,142,0.356666667,-0.09
433,143,0.41,-0.2967
433,144,0.04,-0.2067
433,145,0.43,0.149966667
433,146,0.456666667,0.356666667
433,147,0.206666667,0.41
433,148,-0.3,0.04
433,149,-0.96,0.43
433,150,-1.563333333,0.456666667
439,45,NA,-3.416666667
439,46,NA,-3.43
439,47,NA,-1.54
439,48,NA,-1.783333333
439,49,NA,NA
439,50,NA,NA
439,51,1.736666667,NA
439,52,0.596666667,NA
439,53,0.366666667,NA
439,54,-1.24,NA
439,55,-2.57,1.736666667
439,61,-0.203333333,-0.403333333
439,62,-0.66,-0.0233333330000001
439,63,-0.446666667,-0.19
439,64,-0.273333333,0.346666667
439,65,-0.676666667,-0.203333333
439,66,-1.496666667,-0.66
439,87,-1.163333333,-1.493333333
439,88,-0.793333333,-2.01
440,45,-1.096666667,-2.666666667
440,46,-0.69,-2.21
440,47,-0.186666667,-1.47
440,48,0.686666667,-2.083333333
440,49,0.976666667,-1.096666667
440,50,1.51,-0.69
440,51,1.926666667,-0.186666667
440,52,1.156666667,0.686666667
442,50,2.33,-0.0600000000000001
442,51,2.376666667,-0.256666667
442,52,0.946666667,1.156666667
442,53,0.606666667,1.346666667
442,54,-0.470000000000001,2.33
442,55,-1.32,2.376666667
442,56,-0.53,0.946666667
442,57,0.166666667,0.606666667
442,58,0.126666667,-0.470000000000001
442,59,0.81,-1.32
442,60,0.496666667,-0.53
442,61,0.546666667,0.166666667
446,54,-1.04,1.58
446,55,-1.37,1.936666667
446,56,-1.18,0.196666667
446,57,-0.303333333,-0.0333333330000007
446,58,0.0766666669999996,-1.04
446,59,0.359999999999999,-1.37
446,60,0.246666667,-1.18
446,61,0.246666667,-0.303333333
446,62,0.29,0.0766666669999996
446,63,0.0533333330000003,0.359999999999999
446,64,-0.323333333,0.246666667
446,65,-0.176666667,0.246666667
446,71,1.52,-0.593333333
446,72,1.113333333,-0.646666667
446,73,1.216666667,0.25
446,74,0.816666667,1.643333333
446,80,-2.086666667,-3.04
446,86,-1.483333333,-1.866666667
446,87,-1.483333333,-2.043333333
446,88,-0.823333333,-2.36
446,89,-0.113333333,-1.47
446,95,0.693333333,1.036666667
446,96,0.503333333,0.463333333
446,97,0.506666666999999,0.26
446,98,0.403333333,0.526666667
446,99,0.483333333,0.693333333
446,100,-0.163333333000001,0.503333333
446,101,-0.596666667,0.506666666999999
446,102,-1.51,0.403333333
446,103,-2.856666667,0.483333333
446,104,-3.273333333,-0.163333333000001
446,105,-3.406666667,-0.596666667
446,106,-3.603333333,-1.51
446,107,-2.186666667,-2.856666667
446,108,-1.476666667,-3.273333333
446,109,-2.143333333,-3.406666667
446,110,-0.543333333,-3.603333333
446,111,-0.193333333,-2.186666667
446,112,-0.133333333,-1.476666667
446,113,-0.143333333,-2.143333333
446,114,-0.163333333,-0.543333333
446,115,-0.173333333,-0.193333333
446,116,-0.453333333,-0.133333333
446,117,-0.476666667,-0.143333333
446,118,-0.136666667,-0.163333333
446,119,-0.233333333,-0.173333333
446,120,-0.713333333,-0.453333333
446,121,-0.246666667,-0.476666667
446,122,-0.113333333,-0.136666667
446,123,-0.113333333,-0.233333333
446,124,-0.2,-0.713333333
446,125,-0.216666667,-0.246666667
446,126,-0.086366667,-0.113333333
446,127,-0.069233333,-0.113333333
446,128,-0.070866667,-0.2
446,129,-0.052633333,-0.216666667
446,130,-0.043666667,-0.086366667
446,131,-0.060833333,-0.069233333
446,132,-0.069,-0.070866667
446,133,-0.114,-0.052633333
446,134,-1.051666667,-0.043666667
446,144,0.0150000000000001,-0.235
448,52,0.196666667,0.186666667
448,53,NA,1.176666667
448,54,NA,2.08
448,55,NA,1.736666667
448,56,-1.48,0.196666667
448,57,-1.103333333,NA
448,58,0.126666667,NA
448,92,0.213333333,-0.423333333
448,93,-0.57,0.436666667
448,94,0.826666667,0.506666667
448,95,0.493333333,0.786666667
448,96,0.453333333,0.213333333
448,97,0.156666667,-0.57
448,98,0.153333333,0.826666667
448,99,0.633333333,0.493333333
448,100,0.486666667,0.453333333
448,101,-0.446666667,0.156666667
448,102,-1.11,0.153333333
448,103,-2.206666667,0.633333333
452,56,-1.08,0.996666667
452,57,-0.803333333,1.166666667
452,58,-0.623333333,-0.04
452,59,0.96,-0.67
452,60,NA,-1.08
452,66,-0.746666667,NA
452,67,-1.193333333,0.253333333
452,68,0.353333333,-0.123333333
452,69,-0.649999999999999,-0.246666667
452,70,0.693333333,-0.746666667
456,58,NA,-1.74
456,59,-1.14,-2.27
456,60,-1.353333333,-2.78
456,61,-1.253333333,-1.603333333
456,62,NA,NA
456,63,NA,-1.14
456,64,NA,-1.353333333
456,70,NA,-1.646666667
456,71,NA,-1.293333333
456,72,NA,NA
456,73,NA,NA
456,74,NA,NA
456,75,-1.233333333,NA
456,76,-3.39,NA
456,77,NA,NA
456,78,NA,NA
456,79,NA,-1.233333333
456,80,-1.686666667,-3.39
456,81,NA,NA
456,82,NA,NA
456,94,NA,1.006666667
456,95,NA,1.436666667
456,96,0.203333333,0.763333333
456,97,NA,NA
456,98,NA,NA
456,99,NA,NA
456,100,NA,0.203333333
456,139,-0.685,-0.588333333
456,140,-0.11,-0.868333333
456,141,0.0116666670000001,NA
456,142,-0.068333333,-0.945
456,143,0.0350000000000001,-0.685
456,144,0.0650000000000002,-0.11
456,145,0.0150000000000001,0.0116666670000001
456,146,0.0416666669999999,-0.068333333
456,147,NA,0.0350000000000001
458,65,-1.726666667,-0.953333333
458,66,-2.046666667,-0.91
458,67,-1.593333333,-1.446666667
462,60,0.306666667,-0.9
462,61,-0.383333332999999,-0.0933333330000004
462,62,-0.33,-0.503333333
462,68,-0.226666667,-0.553333333
463,60,0.446666667000001,-0.0800000000000001
463,61,0.0466666670000002,-0.803333333
463,62,0.19,-0.223333333
463,63,0.253333333,0.56
463,64,-0.273333333,0.446666667000001
463,65,-0.326666667,0.0466666670000002
463,66,-1.046666667,0.19
463,67,-0.773333333,0.253333333
463,68,-0.646666667,-0.273333333
463,69,-0.55,-0.326666667
463,70,0.943333333,-1.046666667
463,71,1.57,-0.773333333
463,72,1.713333333,-0.646666667
463,73,1.216666667,-0.55
463,74,1.316666667,0.943333333
463,75,-1.033333333,1.57
463,76,-2.54,1.713333333
463,77,-2.88,1.216666667
463,78,-4.193333333,1.316666667
463,79,-2.98,-1.033333333
463,80,-1.786666667,-2.54
463,81,-2.156666667,-2.88
463,82,-2.216666667,-4.193333333
463,83,-2.443333333,-2.98
463,84,-3.06,-1.786666667
463,85,-1.77,-2.156666667
463,86,-3.083333333,-2.216666667
463,87,-1.083333333,-2.443333333
463,88,-0.923333333,-3.06
463,99,-0.216666667,0.443333333
463,100,-0.563333333,-0.0466666670000002
463,101,-1.326666667,0.556666667
463,102,-2.11,0.153333333
463,103,-3.456666667,-0.216666667
463,104,-3.923333333,-0.563333333
463,105,-4.056666667,-1.326666667
463,106,-4.583333333,-2.11
463,107,-3.086666667,-3.456666667
463,108,-2.726666667,-3.923333333
463,109,-3.003333333,-4.056666667
463,110,-1.943333333,-4.583333333
463,111,-0.493333333,-3.086666667
463,112,-0.903333333,-2.726666667
463,113,-1.043333333,-3.003333333
463,114,-1.063333333,-1.943333333
463,115,-0.833333333,-0.493333333
463,116,-1.453333333,-0.903333333
463,117,-0.926666667,-1.043333333
463,118,-0.586666667,-1.063333333
463,128,-0.116666667,-0.45
463,129,-0.277533333,-0.566666667
463,130,-0.176666667,-0.386666667
463,131,-0.213333333,-0.103333333
463,132,-0.43,-0.116666667
463,133,-0.81,-0.277533333
463,144,0.14,-0.16
463,145,0.04,0.141066667
465,62,0.34,0.476666667
465,63,0.553333333,0.81
465,64,0.176666667,-0.653333333
465,65,-0.176666667,0.346666667
465,66,-0.246666667,0.34
465,67,-0.193333333,0.553333333
465,75,-1.233333333,1.62
465,76,-2.21,1.413333333
465,87,-1.083333333,-1.843333333
469,60,0.146666667,-0.180000000000001
469,61,-0.153333333,-0.103333333
469,62,0.0899999999999999,-0.323333333
469,63,0.0533333330000003,0.56
469,64,-0.373333333,0.146666667
469,65,-0.376666667,-0.153333333
469,66,-0.846666667,0.0899999999999999
469,67,-0.693333333,0.0533333330000003
469,73,0.716666667,-0.35
469,74,1.216666667,0.443333333
469,75,-1.183333333,0.42
469,76,-2.64,0.613333333
471,60,-0.623333333,-0.98
471,61,-0.853333333,-0.403333333
471,62,-0.49,-0.123333333
471,63,-0.376666666999999,0.279999999999999
471,64,-0.183333333,-0.623333333
471,65,-0.326666667,-0.853333333
471,66,-0.676666667,-0.49
472,60,0.536666667,-0.27
472,61,0.186666667,-0.173333333
472,62,0.48,0.536666667
472,63,-0.736666667,0.71
472,64,-0.193333333,0.536666667
472,65,-0.0666666669999998,0.186666667
472,66,-0.786666667,0.48
472,67,-0.753333333,-0.736666667
472,68,-0.946666667000001,-0.193333333
472,69,-0.55,-0.0666666669999998
472,70,0.473333332999999,-0.786666667
472,71,1.11,-0.753333333
472,72,1.613333333,-0.946666667000001
472,73,1.816666667,-0.55
472,74,1.496666667,0.473333332999999
472,75,NA,1.11
472,76,-2.07,1.613333333
472,77,-2.34,1.816666667
472,98,0.718333333,0.573666667
472,99,0.249333333,0.380333333
472,100,0.397266666999999,0.501333333
472,101,-0.207166667,0.947666667
472,102,-1.17,0.718333333
472,103,-2.936666667,0.249333333
472,104,-2.743333333,0.397266666999999
472,105,-2.546666667,-0.207166667
472,106,-3.353333333,-1.17
472,107,NA,-2.936666667
472,108,-2.543366667,-2.743333333
472,109,-3.091133333,-2.546666667
472,110,-1.393333333,-3.353333333
472,111,-0.906633333,NA
472,112,-1.180033333,-2.543366667
472,113,-1.123333333,-3.091133333
472,114,-0.940033333,-1.393333333
472,115,-0.124933333,-0.906633333
472,116,-0.770033333,-1.180033333
472,117,-0.527366667,-1.123333333
472,118,-0.593666667,-0.940033333
472,142,-0.233333333,-0.74
472,143,0.03,-0.86
472,149,-0.54,0.19
472,150,-1.443333333,0.536666667
475,60,0.0466666670000002,-0.48
475,61,-0.453333333,0.096666667
475,62,-0.41,-0.0233333330000001
475,63,-0.666666666999999,0.0599999999999996
475,64,-0.823333333,0.0466666670000002
475,65,-0.776666667,-0.453333333
475,66,-0.746666667,-0.41
475,67,-0.943333333,-0.666666666999999
475,68,-0.796666667,-0.823333333
475,69,-0.52,-0.776666667
481,60,-0.113333333,-1.48
481,66,-1.346666667,-0.46
481,67,NA,-0.446666667
481,68,-0.846666667,-0.623333333
481,69,-0.5,-0.926666667
481,70,0.793333333,-1.346666667
481,71,1.17,NA
483,95,0.486333333,0.726666667
483,96,0.496333333,0.803333333
483,97,-0.400333333000001,1.053
483,98,-0.294666667,0.919666667
483,99,-0.423666667,0.486333333
483,100,-1.420033333,0.496333333
483,101,-1.746666667,-0.400333333000001
483,102,-0.86,-0.294666667
483,103,-3.206666667,-0.423666667
483,104,-3.623333333,-1.420033333
483,105,-3.706666667,-1.746666667
483,106,-3.953333333,-0.86
483,107,-1.536666667,-3.206666667
483,108,-1.376666667,-3.623333333
483,109,-0.593333333,-3.706666667
483,110,-0.193333333,-3.953333333
483,111,-0.643333333,-1.536666667
483,112,-0.853333333,-1.376666667
